"GID_0","NAME_0","GID_1","NAME_1","population","ITN_coverage_mean","ITN_coverage_pop_weighted"
"TGO","Togo","TGO.1_1","Centre",851695.857635498,0.833055421517741,0.836427697848794
"TGO","Togo","TGO.2_1","Kara",931589.149037838,0.75932288845906,0.745301957344207
"TGO","Togo","TGO.3_1","Maritime",3792645.07204819,0.874329028091667,0.695197438822966
"TGO","Togo","TGO.4_1","Plateaux",1784073.22741413,0.852161750680491,0.828752273307303
"TGO","Togo","TGO.5_1","Savanes",1176584.93289757,0.710478276908398,0.719480915079226
"TZA","Tanzania","TZA.1_1","Arusha",2093063.03076403,0.40739818462634,0.518849172959705
"TZA","Tanzania","TZA.2_1","Dar es Salaam",6498776.41327477,0.8045959699003,0.811251433208325
"TZA","Tanzania","TZA.3_1","Dodoma",2471772.12403482,0.561459796296226,0.586746247709162
"TZA","Tanzania","TZA.4_1","Geita",2447769.90239057,0.142488937997953,0.147695729901237
"TZA","Tanzania","TZA.5_1","Iringa",1043425.46583501,0.577308524356779,0.605210075184773
"TZA","Tanzania","TZA.6_1","Kagera",2830562.82463494,0.230268049758338,0.298297013834889
"TZA","Tanzania","TZA.7_1","Katavi",726225.771966893,0.0522736179823481,0.0529671917921265
"TZA","Tanzania","TZA.8_1","Kigoma",2562121.73177981,0.156221167728363,0.228994147553075
"TZA","Tanzania","TZA.9_1","Kilimanjaro",1868986.84214085,0.639988224578465,0.62329121952207
"TZA","Tanzania","TZA.10_1","Lindi",915629.281686793,0.551483456470034,0.574872716629455
"TZA","Tanzania","TZA.11_1","Manyara",1858627.49184647,0.592864074859905,0.522924241602606
"TZA","Tanzania","TZA.12_1","Mara",2089565.27679712,0.191568885268358,0.275051362062967
"TZA","Tanzania","TZA.13_1","Mbeya",3337279.50412633,0.325191342770477,0.470904618021212
"TZA","Tanzania","TZA.14_1","Morogoro",2687436.82645945,0.725648295577204,0.766448876136806
"TZA","Tanzania","TZA.15_1","Mtwara",1360934.30087996,0.642317766483341,0.650190555770495
"TZA","Tanzania","TZA.16_1","Mwanza",3455209.86028743,0.109077530349983,0.184203960077109
"TZA","Tanzania","TZA.17_1","Njombe",747730.211830705,0.39879970893472,0.366796244522018
"TZA","Tanzania","TZA.18_1","Pemba North",205399.220866203,0.71627032160759,0.630207636919292
"TZA","Tanzania","TZA.19_1","Pemba South",200660.203176498,0.787183242184775,0.729925156352903
"TZA","Tanzania","TZA.20_1","Pwani",1391216.2730367,0.810217641557654,0.818325253156127
"TZA","Tanzania","TZA.21_1","Rukwa",1300545.61399731,0.194256921554374,0.24862747081
"TZA","Tanzania","TZA.22_1","Ruvuma",1634416.21288221,0.49626699324201,0.469610520538325
"TZA","Tanzania","TZA.23_1","Shinyanga",1813510.76626813,0.0667291597445165,0.0639070247483672
"TZA","Tanzania","TZA.24_1","Simiyu",2056536.46720661,0.132965198234104,0.122611797214538
"TZA","Tanzania","TZA.25_1","Singida",1654161.23600385,0.182428247168582,0.215579658241318
"TZA","Tanzania","TZA.26_1","Tabora",2931319.98141702,0.0514085857732607,0.0496210191833115
"TZA","Tanzania","TZA.27_1","Tanga",2422775.03129435,0.813709928880211,0.813971213386788
"TZA","Tanzania","TZA.28_1","Zanzibar North",187816.420719147,0.817765992879868,0.756747841111745
"TZA","Tanzania","TZA.29_1","Zanzibar South and Central",123575.200709343,0.810550366838773,0.730149736884895
"TZA","Tanzania","TZA.30_1","Zanzibar West",736118.978733063,0.815516248345375,0.431739743794731
